age,female,race,outcome,disease_type,disease_type1,disease_type2,disease_type3,pathway,riskfactor,V1,V2,V3
75,1,4,AA,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
25,0,1,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
25,0,1,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
25,0,1,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
25,0,2,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
25,0,2,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
25,0,2,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
25,0,3,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
25,0,3,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
25,0,3,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
25,0,4,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
25,0,4,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
25,0,4,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
35,0,1,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
35,0,1,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
35,0,1,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
35,0,2,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
35,0,2,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
35,0,2,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
35,0,3,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
35,0,3,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
35,0,3,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
35,0,4,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
35,0,4,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
35,0,4,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
45,0,1,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
45,0,1,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
45,0,1,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
45,0,2,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
45,0,2,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
45,0,2,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
45,0,3,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
45,0,3,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
45,0,3,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
45,0,4,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
45,0,4,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
45,0,4,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
55,0,1,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
55,0,1,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
55,0,1,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
55,0,2,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
55,0,2,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
55,0,2,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
55,0,3,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
55,0,3,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
55,0,3,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
55,0,4,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
55,0,4,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
55,0,4,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
65,0,1,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
65,0,1,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
65,0,1,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
65,0,2,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
65,0,2,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
65,0,2,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
65,0,3,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
65,0,3,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
65,0,3,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
65,0,4,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
65,0,4,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
65,0,4,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
75,0,1,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
75,0,1,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
75,0,1,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
75,0,2,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
75,0,2,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
75,0,2,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
75,0,3,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
75,0,3,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
75,0,3,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
75,0,4,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
75,0,4,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
75,0,4,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
25,1,1,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
25,1,1,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
25,1,1,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
25,1,2,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
25,1,2,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
25,1,2,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
25,1,3,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
25,1,3,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
25,1,3,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
25,1,4,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
25,1,4,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
25,1,4,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
35,1,1,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
35,1,1,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
35,1,1,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
35,1,2,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
35,1,2,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
35,1,2,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
35,1,3,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
35,1,3,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
35,1,3,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
35,1,4,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
35,1,4,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
35,1,4,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
45,1,1,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
45,1,1,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
45,1,1,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
45,1,2,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
45,1,2,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
45,1,2,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
45,1,3,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
45,1,3,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
45,1,3,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
45,1,4,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
45,1,4,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
45,1,4,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
55,1,1,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
55,1,1,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
55,1,1,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
55,1,2,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
55,1,2,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
55,1,2,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
55,1,3,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
55,1,3,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
55,1,3,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
55,1,4,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
55,1,4,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
55,1,4,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
65,1,1,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
65,1,1,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
65,1,1,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
65,1,2,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
65,1,2,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
65,1,2,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
65,1,3,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
65,1,3,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
65,1,3,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
65,1,4,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
65,1,4,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
65,1,4,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
75,1,1,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
75,1,1,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
75,1,1,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
75,1,2,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
75,1,2,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
75,1,2,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
75,1,3,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
75,1,3,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
75,1,3,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
75,1,4,AFF,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
75,1,4,AFF,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
75,1,4,AFF,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
25,0,1,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
25,0,1,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
25,0,1,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
25,0,2,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
25,0,2,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
25,0,2,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
25,0,3,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
25,0,3,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
25,0,3,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
25,0,4,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
25,0,4,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
25,0,4,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
35,0,1,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
35,0,1,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
35,0,1,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
35,0,2,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
35,0,2,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
35,0,2,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
35,0,3,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
35,0,3,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
35,0,3,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
35,0,4,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
35,0,4,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
35,0,4,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
45,0,1,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
45,0,1,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
45,0,1,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
45,0,2,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
45,0,2,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
45,0,2,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
45,0,3,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
45,0,3,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
45,0,3,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
45,0,4,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
45,0,4,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
45,0,4,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
55,0,1,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
55,0,1,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
55,0,1,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
55,0,2,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
55,0,2,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
55,0,2,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
55,0,3,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
55,0,3,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
55,0,3,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
55,0,4,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
55,0,4,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
55,0,4,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
65,0,1,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
65,0,1,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
65,0,1,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
65,0,2,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
65,0,2,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
65,0,2,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
65,0,3,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
65,0,3,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
65,0,3,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
65,0,4,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
65,0,4,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
65,0,4,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
75,0,1,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
75,0,1,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
75,0,1,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
75,0,2,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
75,0,2,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
75,0,2,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
75,0,3,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
75,0,3,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
75,0,3,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
75,0,4,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
75,0,4,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
75,0,4,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
25,1,1,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
25,1,1,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
25,1,1,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
25,1,2,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
25,1,2,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
25,1,2,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
25,1,3,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
25,1,3,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
25,1,3,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
25,1,4,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
25,1,4,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
25,1,4,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
35,1,1,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
35,1,1,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
35,1,1,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
35,1,2,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
35,1,2,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
35,1,2,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
35,1,3,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
35,1,3,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
35,1,3,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
35,1,4,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
35,1,4,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
35,1,4,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
45,1,1,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
45,1,1,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
45,1,1,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
45,1,2,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
45,1,2,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
45,1,2,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
45,1,3,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
45,1,3,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
45,1,3,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
45,1,4,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
45,1,4,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
45,1,4,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
55,1,1,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
55,1,1,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
55,1,1,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
55,1,2,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
55,1,2,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
55,1,2,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
55,1,3,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
55,1,3,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
55,1,3,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
55,1,4,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
55,1,4,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
55,1,4,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
65,1,1,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
65,1,1,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
65,1,1,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
65,1,2,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
65,1,2,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
65,1,2,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
65,1,3,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
65,1,3,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
65,1,3,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
65,1,4,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
65,1,4,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
65,1,4,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
75,1,1,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
75,1,1,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
75,1,1,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
75,1,2,CM,CMD,CMD,Other_CVD,Other_CVD,direct,dairy_tot,0,0,0
75,1,2,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
75,1,2,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
75,1,3,CM,CMD,CMD,Other_CVD,Other_CVD,medBMI,dairy_tot,0,0,0
75,1,3,CM,CMD,CMD,Other_CVD,Other_CVD,medSBP,dairy_tot,0,0,0
