"age","race","outcome","riskfactor","V1","V2","V3"
45,4,"BC","dairy_tot",0,0,0
55,1,"BC","dairy_tot",0,0,0
55,2,"BC","dairy_tot",0,0,0
55,3,"BC","dairy_tot",0,0,0
55,4,"BC","dairy_tot",0,0,0
65,1,"BC","dairy_tot",0,0,0
65,2,"BC","dairy_tot",0,0,0
65,3,"BC","dairy_tot",0,0,0
65,4,"BC","dairy_tot",0,0,0
75,1,"BC","dairy_tot",0,0,0
75,2,"BC","dairy_tot",0,0,0
75,3,"BC","dairy_tot",0,0,0
75,4,"BC","dairy_tot",0,0,0
25,1,"CC","dairy_tot",118.871694545708,121.738394361547,95.5865270034201
25,2,"CC","dairy_tot",18.5827991552442,21.6122868162402,21.7143849783125
25,3,"CC","dairy_tot",43.3263385250252,39.9660316974364,38.4282481197123
25,4,"CC","dairy_tot",19.7234146310159,20.3762358186722,19.2920289936367
35,1,"CC","dairy_tot",305.639138622548,250.181295356467,301.869850425366
35,2,"CC","dairy_tot",87.6318464971621,118.820180677202,106.256558695283
35,3,"CC","dairy_tot",84.9961470638435,86.0080466094202,101.365287468511
35,4,"CC","dairy_tot",64.7224491839698,50.4006064854252,53.1800341556953
45,1,"CC","dairy_tot",836.19994825053,766.401838566511,575.475320869294
45,2,"CC","dairy_tot",246.28381729493,230.403955854933,256.115466361198
45,3,"CC","dairy_tot",210.497775766981,234.290479492193,155.375254039462
45,4,"CC","dairy_tot",257.24256399424,190.639533856077,259.141013820352
55,1,"CC","dairy_tot",1664.82747060086,1842.94568211737,1921.87117921951
55,2,"CC","dairy_tot",453.969238914188,483.442637059957,628.165731980129
55,3,"CC","dairy_tot",336.582059743875,279.014981361789,361.843080711314
55,4,"CC","dairy_tot",350.938387125017,324.571173614527,368.636859792448
65,1,"CC","dairy_tot",2097.47277622012,1866.67555493393,2158.56028002283
65,2,"CC","dairy_tot",309.801589048292,435.973554438793,395.926917516029
65,3,"CC","dairy_tot",214.873720453834,265.103437572867,257.530109249606
65,4,"CC","dairy_tot",175.798508512504,196.936512496521,217.192682157573
75,1,"CC","dairy_tot",2567.21777386538,1919.75172664986,1983.36720649417
75,2,"CC","dairy_tot",515.243564079917,369.942153321379,387.609752404613
75,3,"CC","dairy_tot",161.607637770323,173.686647877104,174.226762334244
75,4,"CC","dairy_tot",203.524507435138,209.07748931466,174.462437819872
25,1,"CM","dairy_tot",0,0,0
25,2,"CM","dairy_tot",0,0,0
25,3,"CM","dairy_tot",0,0,0
25,4,"CM","dairy_tot",0,0,0
35,1,"CM","dairy_tot",0,0,0
35,2,"CM","dairy_tot",0,0,0
35,3,"CM","dairy_tot",0,0,0
35,4,"CM","dairy_tot",0,0,0
45,1,"CM","dairy_tot",0,0,0
45,2,"CM","dairy_tot",0,0,0
45,3,"CM","dairy_tot",0,0,0
45,4,"CM","dairy_tot",0,0,0
55,1,"CM","dairy_tot",0,0,0
55,2,"CM","dairy_tot",0,0,0
55,3,"CM","dairy_tot",0,0,0
55,4,"CM","dairy_tot",0,0,0
65,1,"CM","dairy_tot",0,0,0
65,2,"CM","dairy_tot",0,0,0
65,3,"CM","dairy_tot",0,0,0
65,4,"CM","dairy_tot",0,0,0
75,1,"CM","dairy_tot",0,0,0
75,2,"CM","dairy_tot",0,0,0
75,3,"CM","dairy_tot",0,0,0
75,4,"CM","dairy_tot",0,0,0
25,1,"DIAB","dairy_tot",0,0,0
25,2,"DIAB","dairy_tot",0,0,0
25,3,"DIAB","dairy_tot",0,0,0
25,4,"DIAB","dairy_tot",0,0,0
35,1,"DIAB","dairy_tot",0,0,0
35,2,"DIAB","dairy_tot",0,0,0
35,3,"DIAB","dairy_tot",0,0,0
35,4,"DIAB","dairy_tot",0,0,0
45,1,"DIAB","dairy_tot",0,0,0
45,2,"DIAB","dairy_tot",0,0,0
45,3,"DIAB","dairy_tot",0,0,0
45,4,"DIAB","dairy_tot",0,0,0
55,1,"DIAB","dairy_tot",0,0,0
55,2,"DIAB","dairy_tot",0,0,0
55,3,"DIAB","dairy_tot",0,0,0
55,4,"DIAB","dairy_tot",0,0,0
65,1,"DIAB","dairy_tot",0,0,0
65,2,"DIAB","dairy_tot",0,0,0
65,3,"DIAB","dairy_tot",0,0,0
65,4,"DIAB","dairy_tot",0,0,0
75,1,"DIAB","dairy_tot",0,0,0
75,2,"DIAB","dairy_tot",0,0,0
75,3,"DIAB","dairy_tot",0,0,0
75,4,"DIAB","dairy_tot",0,0,0
25,1,"ECA","dairy_tot",0,0,0
25,2,"ECA","dairy_tot",0,0,0
25,3,"ECA","dairy_tot",0,0,0
25,4,"ECA","dairy_tot",0,0,0
35,1,"ECA","dairy_tot",0,0,0
35,2,"ECA","dairy_tot",0,0,0
35,3,"ECA","dairy_tot",0,0,0
35,4,"ECA","dairy_tot",0,0,0
45,1,"ECA","dairy_tot",0,0,0
45,2,"ECA","dairy_tot",0,0,0
45,3,"ECA","dairy_tot",0,0,0
45,4,"ECA","dairy_tot",0,0,0
55,1,"ECA","dairy_tot",0,0,0
55,2,"ECA","dairy_tot",0,0,0
55,3,"ECA","dairy_tot",0,0,0
55,4,"ECA","dairy_tot",0,0,0
65,1,"ECA","dairy_tot",0,0,0
65,2,"ECA","dairy_tot",0,0,0
65,3,"ECA","dairy_tot",0,0,0
65,4,"ECA","dairy_tot",0,0,0
75,1,"ECA","dairy_tot",0,0,0
75,2,"ECA","dairy_tot",0,0,0
75,3,"ECA","dairy_tot",0,0,0
75,4,"ECA","dairy_tot",0,0,0
25,1,"ENDO","dairy_tot",0,0,0
25,2,"ENDO","dairy_tot",0,0,0
25,3,"ENDO","dairy_tot",0,0,0
25,4,"ENDO","dairy_tot",0,0,0
35,1,"ENDO","dairy_tot",0,0,0
35,2,"ENDO","dairy_tot",0,0,0
35,3,"ENDO","dairy_tot",0,0,0
35,4,"ENDO","dairy_tot",0,0,0
45,1,"ENDO","dairy_tot",0,0,0
45,2,"ENDO","dairy_tot",0,0,0
45,3,"ENDO","dairy_tot",0,0,0
45,4,"ENDO","dairy_tot",0,0,0
55,1,"ENDO","dairy_tot",0,0,0
55,2,"ENDO","dairy_tot",0,0,0
55,3,"ENDO","dairy_tot",0,0,0
55,4,"ENDO","dairy_tot",0,0,0
65,1,"ENDO","dairy_tot",0,0,0
65,2,"ENDO","dairy_tot",0,0,0
65,3,"ENDO","dairy_tot",0,0,0
65,4,"ENDO","dairy_tot",0,0,0
75,1,"ENDO","dairy_tot",0,0,0
75,2,"ENDO","dairy_tot",0,0,0
75,3,"ENDO","dairy_tot",0,0,0
75,4,"ENDO","dairy_tot",0,0,0
25,1,"GC","dairy_tot",0,0,0
25,2,"GC","dairy_tot",0,0,0
25,3,"GC","dairy_tot",0,0,0
25,4,"GC","dairy_tot",0,0,0
35,1,"GC","dairy_tot",0,0,0
35,2,"GC","dairy_tot",0,0,0
35,3,"GC","dairy_tot",0,0,0
35,4,"GC","dairy_tot",0,0,0
45,1,"GC","dairy_tot",0,0,0
45,2,"GC","dairy_tot",0,0,0
45,3,"GC","dairy_tot",0,0,0
45,4,"GC","dairy_tot",0,0,0
55,1,"GC","dairy_tot",0,0,0
55,2,"GC","dairy_tot",0,0,0
55,3,"GC","dairy_tot",0,0,0
55,4,"GC","dairy_tot",0,0,0
65,1,"GC","dairy_tot",0,0,0
65,2,"GC","dairy_tot",0,0,0
65,3,"GC","dairy_tot",0,0,0
65,4,"GC","dairy_tot",0,0,0
75,1,"GC","dairy_tot",0,0,0
75,2,"GC","dairy_tot",0,0,0
75,3,"GC","dairy_tot",0,0,0
75,4,"GC","dairy_tot",0,0,0
25,1,"HHD","dairy_tot",0,0,0
25,2,"HHD","dairy_tot",0,0,0
25,3,"HHD","dairy_tot",0,0,0
25,4,"HHD","dairy_tot",0,0,0
35,1,"HHD","dairy_tot",0,0,0
35,2,"HHD","dairy_tot",0,0,0
35,3,"HHD","dairy_tot",0,0,0
35,4,"HHD","dairy_tot",0,0,0
45,1,"HHD","dairy_tot",0,0,0
45,2,"HHD","dairy_tot",0,0,0
45,3,"HHD","dairy_tot",0,0,0
45,4,"HHD","dairy_tot",0,0,0
55,1,"HHD","dairy_tot",0,0,0
55,2,"HHD","dairy_tot",0,0,0
55,3,"HHD","dairy_tot",0,0,0
55,4,"HHD","dairy_tot",0,0,0
65,1,"HHD","dairy_tot",0,0,0
65,2,"HHD","dairy_tot",0,0,0
65,3,"HHD","dairy_tot",0,0,0
65,4,"HHD","dairy_tot",0,0,0
75,1,"HHD","dairy_tot",0,0,0
75,2,"HHD","dairy_tot",0,0,0
75,3,"HHD","dairy_tot",0,0,0
75,4,"HHD","dairy_tot",0,0,0
25,1,"HSTK","dairy_tot",0,0,0
25,2,"HSTK","dairy_tot",0,0,0
25,3,"HSTK","dairy_tot",0,0,0
25,4,"HSTK","dairy_tot",0,0,0
35,1,"HSTK","dairy_tot",0,0,0
35,2,"HSTK","dairy_tot",0,0,0
35,3,"HSTK","dairy_tot",0,0,0
35,4,"HSTK","dairy_tot",0,0,0
45,1,"HSTK","dairy_tot",0,0,0
45,2,"HSTK","dairy_tot",0,0,0
45,3,"HSTK","dairy_tot",0,0,0
45,4,"HSTK","dairy_tot",0,0,0
55,1,"HSTK","dairy_tot",0,0,0
55,2,"HSTK","dairy_tot",0,0,0
55,3,"HSTK","dairy_tot",0,0,0
55,4,"HSTK","dairy_tot",0,0,0
65,1,"HSTK","dairy_tot",0,0,0
65,2,"HSTK","dairy_tot",0,0,0
65,3,"HSTK","dairy_tot",0,0,0
65,4,"HSTK","dairy_tot",0,0,0
75,1,"HSTK","dairy_tot",0,0,0
75,2,"HSTK","dairy_tot",0,0,0
75,3,"HSTK","dairy_tot",0,0,0
75,4,"HSTK","dairy_tot",0,0,0
25,1,"IHD","dairy_tot",0,0,0
25,2,"IHD","dairy_tot",0,0,0
25,3,"IHD","dairy_tot",0,0,0
25,4,"IHD","dairy_tot",0,0,0
35,1,"IHD","dairy_tot",0,0,0
35,2,"IHD","dairy_tot",0,0,0
35,3,"IHD","dairy_tot",0,0,0
35,4,"IHD","dairy_tot",0,0,0
45,1,"IHD","dairy_tot",0,0,0
45,2,"IHD","dairy_tot",0,0,0
45,3,"IHD","dairy_tot",0,0,0
45,4,"IHD","dairy_tot",0,0,0
55,1,"IHD","dairy_tot",0,0,0
55,2,"IHD","dairy_tot",0,0,0
55,3,"IHD","dairy_tot",0,0,0
55,4,"IHD","dairy_tot",0,0,0
65,1,"IHD","dairy_tot",0,0,0
65,2,"IHD","dairy_tot",0,0,0
65,3,"IHD","dairy_tot",0,0,0
65,4,"IHD","dairy_tot",0,0,0
75,1,"IHD","dairy_tot",0,0,0
75,2,"IHD","dairy_tot",0,0,0
75,3,"IHD","dairy_tot",0,0,0
75,4,"IHD","dairy_tot",0,0,0
25,1,"ISTK","dairy_tot",0,0,0
25,2,"ISTK","dairy_tot",0,0,0
25,3,"ISTK","dairy_tot",0,0,0
25,4,"ISTK","dairy_tot",0,0,0
35,1,"ISTK","dairy_tot",0,0,0
35,2,"ISTK","dairy_tot",0,0,0
35,3,"ISTK","dairy_tot",0,0,0
35,4,"ISTK","dairy_tot",0,0,0
45,1,"ISTK","dairy_tot",0,0,0
45,2,"ISTK","dairy_tot",0,0,0
45,3,"ISTK","dairy_tot",0,0,0
45,4,"ISTK","dairy_tot",0,0,0
55,1,"ISTK","dairy_tot",0,0,0
55,2,"ISTK","dairy_tot",0,0,0
55,3,"ISTK","dairy_tot",0,0,0
55,4,"ISTK","dairy_tot",0,0,0
65,1,"ISTK","dairy_tot",0,0,0
65,2,"ISTK","dairy_tot",0,0,0
65,3,"ISTK","dairy_tot",0,0,0
65,4,"ISTK","dairy_tot",0,0,0
75,1,"ISTK","dairy_tot",0,0,0
75,2,"ISTK","dairy_tot",0,0,0
75,3,"ISTK","dairy_tot",0,0,0
75,4,"ISTK","dairy_tot",0,0,0
25,1,"KC","dairy_tot",0,0,0
25,2,"KC","dairy_tot",0,0,0
25,3,"KC","dairy_tot",0,0,0
25,4,"KC","dairy_tot",0,0,0
35,1,"KC","dairy_tot",0,0,0
35,2,"KC","dairy_tot",0,0,0
35,3,"KC","dairy_tot",0,0,0
35,4,"KC","dairy_tot",0,0,0
45,1,"KC","dairy_tot",0,0,0
45,2,"KC","dairy_tot",0,0,0
45,3,"KC","dairy_tot",0,0,0
45,4,"KC","dairy_tot",0,0,0
55,1,"KC","dairy_tot",0,0,0
55,2,"KC","dairy_tot",0,0,0
55,3,"KC","dairy_tot",0,0,0
55,4,"KC","dairy_tot",0,0,0
65,1,"KC","dairy_tot",0,0,0
65,2,"KC","dairy_tot",0,0,0
65,3,"KC","dairy_tot",0,0,0
65,4,"KC","dairy_tot",0,0,0
75,1,"KC","dairy_tot",0,0,0
75,2,"KC","dairy_tot",0,0,0
75,3,"KC","dairy_tot",0,0,0
75,4,"KC","dairy_tot",0,0,0
25,1,"LC","dairy_tot",0,0,0
25,2,"LC","dairy_tot",0,0,0
25,3,"LC","dairy_tot",0,0,0
25,4,"LC","dairy_tot",0,0,0
35,1,"LC","dairy_tot",0,0,0
35,2,"LC","dairy_tot",0,0,0
35,3,"LC","dairy_tot",0,0,0
35,4,"LC","dairy_tot",0,0,0
45,1,"LC","dairy_tot",0,0,0
45,2,"LC","dairy_tot",0,0,0
45,3,"LC","dairy_tot",0,0,0
45,4,"LC","dairy_tot",0,0,0
55,1,"LC","dairy_tot",0,0,0
55,2,"LC","dairy_tot",0,0,0
55,3,"LC","dairy_tot",0,0,0
55,4,"LC","dairy_tot",0,0,0
65,1,"LC","dairy_tot",0,0,0
65,2,"LC","dairy_tot",0,0,0
65,3,"LC","dairy_tot",0,0,0
65,4,"LC","dairy_tot",0,0,0
75,1,"LC","dairy_tot",0,0,0
75,2,"LC","dairy_tot",0,0,0
75,3,"LC","dairy_tot",0,0,0
75,4,"LC","dairy_tot",0,0,0
25,1,"LVC","dairy_tot",0,0,0
25,2,"LVC","dairy_tot",0,0,0
25,3,"LVC","dairy_tot",0,0,0
25,4,"LVC","dairy_tot",0,0,0
35,1,"LVC","dairy_tot",0,0,0
35,2,"LVC","dairy_tot",0,0,0
35,3,"LVC","dairy_tot",0,0,0
35,4,"LVC","dairy_tot",0,0,0
45,1,"LVC","dairy_tot",0,0,0
45,2,"LVC","dairy_tot",0,0,0
45,3,"LVC","dairy_tot",0,0,0
45,4,"LVC","dairy_tot",0,0,0
55,1,"LVC","dairy_tot",0,0,0
55,2,"LVC","dairy_tot",0,0,0
55,3,"LVC","dairy_tot",0,0,0
55,4,"LVC","dairy_tot",0,0,0
65,1,"LVC","dairy_tot",0,0,0
65,2,"LVC","dairy_tot",0,0,0
65,3,"LVC","dairy_tot",0,0,0
65,4,"LVC","dairy_tot",0,0,0
75,1,"LVC","dairy_tot",0,0,0
75,2,"LVC","dairy_tot",0,0,0
75,3,"LVC","dairy_tot",0,0,0
75,4,"LVC","dairy_tot",0,0,0
25,1,"MLPC","dairy_tot",0,0,0
25,2,"MLPC","dairy_tot",0,0,0
25,3,"MLPC","dairy_tot",0,0,0
25,4,"MLPC","dairy_tot",0,0,0
35,1,"MLPC","dairy_tot",0,0,0
35,2,"MLPC","dairy_tot",0,0,0
35,3,"MLPC","dairy_tot",0,0,0
35,4,"MLPC","dairy_tot",0,0,0
45,1,"MLPC","dairy_tot",0,0,0
45,2,"MLPC","dairy_tot",0,0,0
45,3,"MLPC","dairy_tot",0,0,0
45,4,"MLPC","dairy_tot",0,0,0
55,1,"MLPC","dairy_tot",0,0,0
55,2,"MLPC","dairy_tot",0,0,0
55,3,"MLPC","dairy_tot",0,0,0
55,4,"MLPC","dairy_tot",0,0,0
65,1,"MLPC","dairy_tot",0,0,0
65,2,"MLPC","dairy_tot",0,0,0
65,3,"MLPC","dairy_tot",0,0,0
65,4,"MLPC","dairy_tot",0,0,0
75,1,"MLPC","dairy_tot",0,0,0
75,2,"MLPC","dairy_tot",0,0,0
75,3,"MLPC","dairy_tot",0,0,0
75,4,"MLPC","dairy_tot",0,0,0
25,1,"MMC","dairy_tot",0,0,0
25,2,"MMC","dairy_tot",0,0,0
25,3,"MMC","dairy_tot",0,0,0
25,4,"MMC","dairy_tot",0,0,0
35,1,"MMC","dairy_tot",0,0,0
35,2,"MMC","dairy_tot",0,0,0
35,3,"MMC","dairy_tot",0,0,0
35,4,"MMC","dairy_tot",0,0,0
45,1,"MMC","dairy_tot",0,0,0
45,2,"MMC","dairy_tot",0,0,0
45,3,"MMC","dairy_tot",0,0,0
45,4,"MMC","dairy_tot",0,0,0
55,1,"MMC","dairy_tot",0,0,0
55,2,"MMC","dairy_tot",0,0,0
55,3,"MMC","dairy_tot",0,0,0
55,4,"MMC","dairy_tot",0,0,0
65,1,"MMC","dairy_tot",0,0,0
65,2,"MMC","dairy_tot",0,0,0
65,3,"MMC","dairy_tot",0,0,0
65,4,"MMC","dairy_tot",0,0,0
75,1,"MMC","dairy_tot",0,0,0
75,2,"MMC","dairy_tot",0,0,0
75,3,"MMC","dairy_tot",0,0,0
75,4,"MMC","dairy_tot",0,0,0
25,1,"OC","dairy_tot",0,0,0
25,2,"OC","dairy_tot",0,0,0
25,3,"OC","dairy_tot",0,0,0
25,4,"OC","dairy_tot",0,0,0
35,1,"OC","dairy_tot",0,0,0
35,2,"OC","dairy_tot",0,0,0
35,3,"OC","dairy_tot",0,0,0
35,4,"OC","dairy_tot",0,0,0
45,1,"OC","dairy_tot",0,0,0
45,2,"OC","dairy_tot",0,0,0
45,3,"OC","dairy_tot",0,0,0
45,4,"OC","dairy_tot",0,0,0
55,1,"OC","dairy_tot",0,0,0
55,2,"OC","dairy_tot",0,0,0
55,3,"OC","dairy_tot",0,0,0
55,4,"OC","dairy_tot",0,0,0
65,1,"OC","dairy_tot",0,0,0
65,2,"OC","dairy_tot",0,0,0
65,3,"OC","dairy_tot",0,0,0
65,4,"OC","dairy_tot",0,0,0
75,1,"OC","dairy_tot",0,0,0
75,2,"OC","dairy_tot",0,0,0
75,3,"OC","dairy_tot",0,0,0
75,4,"OC","dairy_tot",0,0,0
25,1,"OSTK","dairy_tot",0,0,0
25,2,"OSTK","dairy_tot",0,0,0
25,3,"OSTK","dairy_tot",0,0,0
25,4,"OSTK","dairy_tot",0,0,0
35,1,"OSTK","dairy_tot",0,0,0
35,2,"OSTK","dairy_tot",0,0,0
35,3,"OSTK","dairy_tot",0,0,0
35,4,"OSTK","dairy_tot",0,0,0
45,1,"OSTK","dairy_tot",0,0,0
45,2,"OSTK","dairy_tot",0,0,0
45,3,"OSTK","dairy_tot",0,0,0
45,4,"OSTK","dairy_tot",0,0,0
55,1,"OSTK","dairy_tot",0,0,0
55,2,"OSTK","dairy_tot",0,0,0
55,3,"OSTK","dairy_tot",0,0,0
55,4,"OSTK","dairy_tot",0,0,0
65,1,"OSTK","dairy_tot",0,0,0
65,2,"OSTK","dairy_tot",0,0,0
65,3,"OSTK","dairy_tot",0,0,0
65,4,"OSTK","dairy_tot",0,0,0
75,1,"OSTK","dairy_tot",0,0,0
75,2,"OSTK","dairy_tot",0,0,0
75,3,"OSTK","dairy_tot",0,0,0
75,4,"OSTK","dairy_tot",0,0,0
25,1,"OTH","dairy_tot",0,0,0
25,2,"OTH","dairy_tot",0,0,0
25,3,"OTH","dairy_tot",0,0,0
25,4,"OTH","dairy_tot",0,0,0
35,1,"OTH","dairy_tot",0,0,0
35,2,"OTH","dairy_tot",0,0,0
35,3,"OTH","dairy_tot",0,0,0
35,4,"OTH","dairy_tot",0,0,0
45,1,"OTH","dairy_tot",0,0,0
45,2,"OTH","dairy_tot",0,0,0
45,3,"OTH","dairy_tot",0,0,0
45,4,"OTH","dairy_tot",0,0,0
55,1,"OTH","dairy_tot",0,0,0
55,2,"OTH","dairy_tot",0,0,0
55,3,"OTH","dairy_tot",0,0,0
55,4,"OTH","dairy_tot",0,0,0
65,1,"OTH","dairy_tot",0,0,0
65,2,"OTH","dairy_tot",0,0,0
65,3,"OTH","dairy_tot",0,0,0
65,4,"OTH","dairy_tot",0,0,0
75,1,"OTH","dairy_tot",0,0,0
75,2,"OTH","dairy_tot",0,0,0
75,3,"OTH","dairy_tot",0,0,0
75,4,"OTH","dairy_tot",0,0,0
25,1,"PC","dairy_tot",0,0,0
25,2,"PC","dairy_tot",0,0,0
25,3,"PC","dairy_tot",0,0,0
25,4,"PC","dairy_tot",0,0,0
35,1,"PC","dairy_tot",0,0,0
35,2,"PC","dairy_tot",0,0,0
35,3,"PC","dairy_tot",0,0,0
35,4,"PC","dairy_tot",0,0,0
45,1,"PC","dairy_tot",0,0,0
45,2,"PC","dairy_tot",0,0,0
45,3,"PC","dairy_tot",0,0,0
45,4,"PC","dairy_tot",0,0,0
55,1,"PC","dairy_tot",0,0,0
55,2,"PC","dairy_tot",0,0,0
55,3,"PC","dairy_tot",0,0,0
55,4,"PC","dairy_tot",0,0,0
65,1,"PC","dairy_tot",0,0,0
65,2,"PC","dairy_tot",0,0,0
65,3,"PC","dairy_tot",0,0,0
65,4,"PC","dairy_tot",0,0,0
75,1,"PC","dairy_tot",0,0,0
75,2,"PC","dairy_tot",0,0,0
75,3,"PC","dairy_tot",0,0,0
75,4,"PC","dairy_tot",0,0,0
25,1,"PVD","dairy_tot",0,0,0
25,2,"PVD","dairy_tot",0,0,0
25,3,"PVD","dairy_tot",0,0,0
25,4,"PVD","dairy_tot",0,0,0
35,1,"PVD","dairy_tot",0,0,0
35,2,"PVD","dairy_tot",0,0,0
35,3,"PVD","dairy_tot",0,0,0
35,4,"PVD","dairy_tot",0,0,0
45,1,"PVD","dairy_tot",0,0,0
45,2,"PVD","dairy_tot",0,0,0
45,3,"PVD","dairy_tot",0,0,0
45,4,"PVD","dairy_tot",0,0,0
55,1,"PVD","dairy_tot",0,0,0
55,2,"PVD","dairy_tot",0,0,0
55,3,"PVD","dairy_tot",0,0,0
55,4,"PVD","dairy_tot",0,0,0
65,1,"PVD","dairy_tot",0,0,0
65,2,"PVD","dairy_tot",0,0,0
65,3,"PVD","dairy_tot",0,0,0
65,4,"PVD","dairy_tot",0,0,0
75,1,"PVD","dairy_tot",0,0,0
75,2,"PVD","dairy_tot",0,0,0
75,3,"PVD","dairy_tot",0,0,0
75,4,"PVD","dairy_tot",0,0,0
25,1,"RHD","dairy_tot",0,0,0
25,2,"RHD","dairy_tot",0,0,0
25,3,"RHD","dairy_tot",0,0,0
25,4,"RHD","dairy_tot",0,0,0
35,1,"RHD","dairy_tot",0,0,0
35,2,"RHD","dairy_tot",0,0,0
35,3,"RHD","dairy_tot",0,0,0
35,4,"RHD","dairy_tot",0,0,0
45,1,"RHD","dairy_tot",0,0,0
45,2,"RHD","dairy_tot",0,0,0
45,3,"RHD","dairy_tot",0,0,0
45,4,"RHD","dairy_tot",0,0,0
55,1,"RHD","dairy_tot",0,0,0
55,2,"RHD","dairy_tot",0,0,0
55,3,"RHD","dairy_tot",0,0,0
55,4,"RHD","dairy_tot",0,0,0
65,1,"RHD","dairy_tot",0,0,0
65,2,"RHD","dairy_tot",0,0,0
65,3,"RHD","dairy_tot",0,0,0
65,4,"RHD","dairy_tot",0,0,0
75,1,"RHD","dairy_tot",0,0,0
75,2,"RHD","dairy_tot",0,0,0
75,3,"RHD","dairy_tot",0,0,0
75,4,"RHD","dairy_tot",0,0,0
25,1,"SCC","dairy_tot",0,0,0
25,2,"SCC","dairy_tot",0,0,0
25,3,"SCC","dairy_tot",0,0,0
25,4,"SCC","dairy_tot",0,0,0
35,1,"SCC","dairy_tot",0,0,0
35,2,"SCC","dairy_tot",0,0,0
35,3,"SCC","dairy_tot",0,0,0
35,4,"SCC","dairy_tot",0,0,0
45,1,"SCC","dairy_tot",0,0,0
45,2,"SCC","dairy_tot",0,0,0
45,3,"SCC","dairy_tot",0,0,0
45,4,"SCC","dairy_tot",0,0,0
55,1,"SCC","dairy_tot",0,0,0
55,2,"SCC","dairy_tot",0,0,0
55,3,"SCC","dairy_tot",0,0,0
55,4,"SCC","dairy_tot",0,0,0
65,1,"SCC","dairy_tot",0,0,0
65,2,"SCC","dairy_tot",0,0,0
65,3,"SCC","dairy_tot",0,0,0
