age,female,race,outcome,disease_type,disease_type1,disease_type2,disease_type3,pathway,riskfactor,V1,V2,V3
55,0,3,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,0,4,SCC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,0,4,SCC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,0,4,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,0,1,SCC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,0,1,SCC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,0,1,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,0,2,SCC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,0,2,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,0,2,SCC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,0,3,SCC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,0,3,SCC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,0,3,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,0,4,SCC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,0,4,SCC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,0,4,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,0,1,SCC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,0,1,SCC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,0,1,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,0,2,SCC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,0,2,SCC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,0,2,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,0,3,SCC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,0,3,SCC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,0,3,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,0,4,SCC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,0,4,SCC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,0,4,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,1,1,SCC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,1,1,SCC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,1,1,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,1,2,SCC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,1,2,SCC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,1,2,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,1,3,SCC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,1,3,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,1,3,SCC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,1,4,SCC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,1,4,SCC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,1,4,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,1,1,SCC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,1,1,SCC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,1,1,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,1,2,SCC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,1,2,SCC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,1,2,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,1,3,SCC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,1,3,SCC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,1,3,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,1,4,SCC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,1,4,SCC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,1,4,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,1,1,SCC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,1,1,SCC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,1,1,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,1,2,SCC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,1,2,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,1,2,SCC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,1,3,SCC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,1,3,SCC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,1,3,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,1,4,SCC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,1,4,SCC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,1,4,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,1,1,SCC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,1,1,SCC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,1,1,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,1,2,SCC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,1,2,SCC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,1,2,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,1,3,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,1,3,SCC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,1,3,SCC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,1,4,SCC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,1,4,SCC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,1,4,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,1,1,SCC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,1,1,SCC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,1,1,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,1,2,SCC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,1,2,SCC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,1,2,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,1,3,SCC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,1,3,SCC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,1,3,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,1,4,SCC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,1,4,SCC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,1,4,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,1,1,SCC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,1,1,SCC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,1,1,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,1,2,SCC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,1,2,SCC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,1,2,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,1,3,SCC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,1,3,SCC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,1,3,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,1,4,SCC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,1,4,SCC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,1,4,SCC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,0,1,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,0,1,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,0,1,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,0,2,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,0,2,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,0,2,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,0,3,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,0,3,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,0,3,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,0,4,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,0,4,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,0,4,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,0,1,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,0,1,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,0,1,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,0,2,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,0,2,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,0,2,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,0,3,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,0,3,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,0,3,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,0,4,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,0,4,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,0,4,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,0,1,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,0,1,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,0,1,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,0,2,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,0,2,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,0,2,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,0,3,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,0,3,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,0,3,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,0,4,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,0,4,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,0,4,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,0,1,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,0,1,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,0,1,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,0,2,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,0,2,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,0,2,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,0,3,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,0,3,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,0,3,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,0,4,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,0,4,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,0,4,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,0,1,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,0,1,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,0,1,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,0,2,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,0,2,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,0,2,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,0,3,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,0,3,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,0,3,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,0,4,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,0,4,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,0,4,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,0,1,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,0,1,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,0,1,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,0,2,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,0,2,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,0,2,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,0,3,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,0,3,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,0,3,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,0,4,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,0,4,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,0,4,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,1,1,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,1,1,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,1,1,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,1,2,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,1,2,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,1,2,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,1,3,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,1,3,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,1,3,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,1,4,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,1,4,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,1,4,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,1,1,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,1,1,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,1,1,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,1,2,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,1,2,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,1,2,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,1,3,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,1,3,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,1,3,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,1,4,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,1,4,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,1,4,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,1,1,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,1,1,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,1,1,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,1,2,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,1,2,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,1,2,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,1,3,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,1,3,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,1,3,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,1,4,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,1,4,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,1,4,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,1,1,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,1,1,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,1,1,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,1,2,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,1,2,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,1,2,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,1,3,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,1,3,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,1,3,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,1,4,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,1,4,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,1,4,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,1,1,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,1,1,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,1,1,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,1,2,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,1,2,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,1,2,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,1,3,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,1,3,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,1,3,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
65,1,4,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
65,1,4,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
65,1,4,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,1,1,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,1,1,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,1,1,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,1,2,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,1,2,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,1,2,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,1,3,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,1,3,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,1,3,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
75,1,4,SCNC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
75,1,4,SCNC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
75,1,4,SCNC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,0,1,TC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,0,1,TC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,0,1,TC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,0,2,TC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,0,2,TC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,0,2,TC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,0,3,TC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,0,3,TC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,0,3,TC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
25,0,4,TC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
25,0,4,TC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
25,0,4,TC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,0,1,TC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,0,1,TC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,0,1,TC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,0,2,TC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,0,2,TC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,0,2,TC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,0,3,TC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,0,3,TC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,0,3,TC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
35,0,4,TC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
35,0,4,TC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
35,0,4,TC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,0,1,TC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,0,1,TC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,0,1,TC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,0,2,TC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,0,2,TC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,0,2,TC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,0,3,TC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,0,3,TC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,0,3,TC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
45,0,4,TC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
45,0,4,TC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
45,0,4,TC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,0,1,TC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,0,1,TC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,0,1,TC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,0,2,TC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,0,2,TC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,0,2,TC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,0,3,TC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,0,3,TC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,0,3,TC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
55,0,4,TC,Cancer,Cancer,Cancer,Cancer,direct,dairy_tot,0,0,0
55,0,4,TC,Cancer,Cancer,Cancer,Cancer,medBMI,dairy_tot,0,0,0
55,0,4,TC,Cancer,Cancer,Cancer,Cancer,medSBP,dairy_tot,0,0,0
